1, 1, 1019.96, -562.369, 0.0
1, 1, 739.638, -562.369, 0.0
1, 1, 739.638, -280.855, 0.0
1, 1, 1019.96, -280.855, 0.0
1, 2, -558.684, -1844.74, 0.0
1, 2, -771.775, -1844.74, 0.0
1, 2, -771.775, -1612.03, 0.0
1, 2, -558.684, -1612.03, 0.0
1, 3, 461.328, -2868.2, 0.0
1, 3, -801.195, -2868.2, 0.0
1, 3, -801.195, -1413.06, 0.0
1, 3, 461.328, -1413.06, 0.0
1, 4, 461.328, -3534.62, 0.0
1, 4, -415.723, -3534.62, 0.0
1, 4, -415.723, -3029.84, 0.0
1, 4, 461.328, -3029.84, 0.0
1, 5, 1338.34, 304.312, 0.0
1, 5, 1003.71, 304.312, 0.0
1, 5, 1003.71, 507.465, 0.0
1, 5, 1338.34, 507.465, 0.0
1, 6, -975.394, 154.321, 0.0
1, 6, -1543.47, 154.321, 0.0
1, 6, -1543.47, 508.982, 0.0
1, 6, -975.394, 508.982, 0.0
1, 7, -3258.76, -41.0867, 0.0
1, 7, -4675.06, -41.0867, 0.0
1, 7, -4675.06, 662.687, 0.0
1, 7, -3258.76, 662.687, 0.0
1, 8, -1691.78, 289.804, 0.0
1, 8, -2176.92, 289.804, 0.0
1, 8, -2176.92, 487.375, 0.0
1, 8, -1691.78, 487.375, 0.0
1, 9, 93.4357, 1158.54, 0.0
1, 9, -33.1981, 1158.54, 0.0
1, 9, -33.1981, 1212.7, 0.0
1, 9, 93.4357, 1212.7, 0.0
1, 10, 1636.18, 134.022, 0.0
1, 10, 1527.4, 134.022, 0.0
1, 10, 1527.4, 163.732, 0.0
1, 10, 1636.18, 163.732, 0.0
1, 11, 1636.18, 74.1489, 0.0
1, 11, 1527.4, 74.1489, 0.0
1, 11, 1527.4, 103.86, 0.0
1, 11, 1636.18, 103.86, 0.0
1, 12, 2333.92, 229.033, 0.0
1, 12, 2199.05, 229.033, 0.0
1, 12, 2199.05, 300.855, 0.0
1, 12, 2333.92, 300.855, 0.0
1, 13, 2419.45, 336.609, 0.0
1, 13, 2176.77, 336.609, 0.0
1, 13, 2176.77, 505.174, 0.0
1, 13, 2419.45, 505.174, 0.0
1, 14, -3664.1, 60.0, 0.0
1, 14, -3730.54, 60.0, 0.0
