open,1,-360.0,312.0,0.0
open,1,120.0,312.0,0.0
open,1,-240.0,312.0,0.0
open,2,360.0,-360.0,0.0
open,2,360.0,-60.0,0.0
open,2,360.0,-480.0,0.0
open,3,540.0,-60.0,0.0
open,3,360.0,-60.0,0.0
open,3,600.0,-60.0,0.0
open,4,780.0,-60.0,0.0
open,4,360.0,-60.0,0.0
open,4,840.0,-60.0,0.0
open,5,-840.0,312.0,0.0
open,5,120.0,312.0,0.0
open,5,-720.0,312.0,0.0
open,6,360.0,612.0,0.0
open,6,360.0,552.0,0.0
open,6,360.0,732.0,0.0
open,7,120.0,552.0,0.0
open,7,120.0,312.0,0.0
open,7,120.0,851.999,0.0
open,7,120.0,312.0,0.0
open,7,120.0,1332.0,0.0
open,8,120.0,966.0,0.0
open,8,120.0,876.0,0.0
open,8,120.0,1086.0,0.0
open,9,-1440.0,-60.0,0.0
open,9,120.0,-60.0001,0.0
open,9,-1560.0,-60.0,0.0
open,10,-528.0,312.0,0.0
open,10,120.0,312.0,0.0
open,10,-1008.0,312.0,0.0
open,11,360.0,1392.0,0.0
open,11,360.0,1332.0,0.0
open,11,360.0,1512.0,0.0
open,12,120.0,2130.0,0.0
open,12,120.0,2040.0,0.0
open,12,120.0,2250.0,0.0
open,13,360.0,1716.0,0.0
open,13,360.0,1632.0,0.0
open,13,360.0,1836.0,0.0
open,14,120.0,1632.0,0.0
open,14,120.0,312.0,0.0
open,14,120.0,2016.0,0.0
open,15,120.0,2514.0,0.0
open,15,120.0,2400.0,0.0
open,15,120.0,2634.0,0.0
open,16,120.0,2376.0,0.0
open,16,120.0,312.0,0.0
open,16,120.0,3330.73,0.0
open,17,1680.0,-60.0,0.0
open,17,360.0,-59.9999,0.0
open,17,1920.0,-60.0,0.0
open,18,-1191.0,-60.0,0.0
open,18,189.0,-60.0001,0.0
open,18,-1311.0,-60.0,0.0
closed,19,-319.298,-125.051,0.0
closed,19,-436.548,-125.051,0.0
closed,19,-436.548,327.597,0.0
closed,19,-319.298,327.597,0.0
closed,20,-199.298,-125.051,0.0
closed,20,-268.548,-125.051,0.0
closed,20,-268.548,327.597,0.0
closed,20,-199.298,327.597,0.0
closed,21,393.549,-412.725,0.0
closed,21,90.6334,-412.725,0.0
closed,21,90.6334,-326.976,0.0
closed,21,393.549,-326.976,0.0
closed,22,393.549,-532.725,0.0
closed,22,90.6334,-532.725,0.0
closed,22,90.6334,-446.976,0.0
closed,22,393.549,-446.976,0.0
closed,23,558.118,-123.152,0.0
closed,23,516.634,-123.152,0.0
closed,23,516.634,327.597,0.0
closed,23,558.118,327.597,0.0
closed,24,642.118,-123.152,0.0
closed,24,576.634,-123.152,0.0
closed,24,576.634,327.597,0.0
closed,24,642.118,327.597,0.0
closed,25,-144.896,-244.366,0.0
closed,25,-592.95,-244.366,0.0
closed,25,-592.95,375.25,0.0
closed,25,-144.896,375.25,0.0
closed,26,652.081,-218.467,0.0
closed,26,486.027,-218.467,0.0
closed,26,486.027,357.25,0.0
closed,26,652.081,357.25,0.0
closed,27,798.118,-135.152,0.0
closed,27,756.634,-135.152,0.0
closed,27,756.634,327.597,0.0
closed,27,798.118,327.597,0.0
closed,28,882.118,-135.152,0.0
closed,28,816.634,-135.152,0.0
closed,28,816.634,327.597,0.0
closed,28,882.118,327.597,0.0
closed,29,892.081,-218.467,0.0
closed,29,726.027,-218.467,0.0
closed,29,726.027,357.25,0.0
closed,29,892.081,357.25,0.0
closed,30,-799.298,-125.051,0.0
closed,30,-916.548,-125.051,0.0
closed,30,-916.548,327.597,0.0
closed,30,-799.298,327.597,0.0
closed,31,-679.298,-125.051,0.0
closed,31,-748.548,-125.051,0.0
closed,31,-748.548,327.597,0.0
closed,31,-679.298,327.597,0.0
closed,32,-624.896,-244.366,0.0
closed,32,-1072.95,-244.366,0.0
closed,32,-1072.95,375.25,0.0
closed,32,-624.896,375.25,0.0
closed,33,389.053,583.195,0.0
closed,33,-25.9766,583.195,0.0
closed,33,-25.9766,637.786,0.0
closed,33,389.053,637.786,0.0
closed,34,389.053,703.195,0.0
closed,34,-25.9766,703.195,0.0
closed,34,-25.9766,757.786,0.0
closed,34,389.053,757.786,0.0
closed,35,435.928,522.433,0.0
closed,35,-69.3331,522.433,0.0
closed,35,-69.3331,786.433,0.0
closed,35,435.928,786.433,0.0
closed,36,389.053,913.195,0.0
closed,36,-25.9766,913.195,0.0
closed,36,-25.9766,997.786,0.0
closed,36,389.053,997.786,0.0
closed,37,389.053,1033.19,0.0
closed,37,-25.9766,1033.19,0.0
closed,37,-25.9766,1117.79,0.0
closed,37,389.053,1117.79,0.0
closed,38,435.928,822.433,0.0
closed,38,-69.3331,822.433,0.0
closed,38,-69.3331,1146.43,0.0
closed,38,435.928,1146.43,0.0
closed,39,-1359.0,-72.0,0.0
closed,39,-1452.0,-72.0,0.0
closed,39,-1452.0,5.5,0.0
closed,39,-1359.0,5.5,0.0
closed,40,-1479.0,-72.0,0.0
closed,40,-1572.0,-72.0,0.0
closed,40,-1572.0,5.5,0.0
closed,40,-1479.0,5.5,0.0
closed,41,-181.298,-197.051,0.0
closed,41,-454.548,-197.051,0.0
closed,41,-454.548,345.597,0.0
closed,41,-181.298,345.597,0.0
closed,42,-661.298,-197.051,0.0
closed,42,-934.548,-197.051,0.0
closed,42,-934.548,345.597,0.0
closed,42,-661.298,345.597,0.0
closed,43,-487.298,-125.051,0.0
closed,43,-556.548,-125.051,0.0
closed,43,-556.548,327.597,0.0
closed,43,-487.298,327.597,0.0
closed,44,-967.298,-125.051,0.0
closed,44,-1036.55,-125.051,0.0
closed,44,-1036.55,327.597,0.0
closed,44,-967.298,327.597,0.0
closed,45,459.928,480.433,0.0
closed,45,-93.3331,480.433,0.0
closed,45,-93.3331,1170.43,0.0
closed,45,459.928,1170.43,0.0
closed,46,389.053,1363.19,0.0
closed,46,-25.9766,1363.19,0.0
closed,46,-25.9766,1417.79,0.0
closed,46,389.053,1417.79,0.0
closed,47,389.053,1483.19,0.0
closed,47,-25.9766,1483.19,0.0
closed,47,-25.9766,1537.79,0.0
closed,47,389.053,1537.79,0.0
closed,48,435.928,1254.43,0.0
closed,48,-69.3331,1254.43,0.0
closed,48,-69.3331,1902.43,0.0
closed,48,435.928,1902.43,0.0
closed,49,389.053,2077.19,0.0
closed,49,-25.9766,2077.19,0.0
closed,49,-25.9766,2161.79,0.0
closed,49,389.053,2161.79,0.0
closed,50,389.053,2197.19,0.0
closed,50,-25.9766,2197.19,0.0
closed,50,-25.9766,2281.79,0.0
closed,50,389.053,2281.79,0.0
closed,51,435.928,1938.43,0.0
closed,51,-69.3331,1938.43,0.0
closed,51,-69.3331,2706.43,0.0
closed,51,435.928,2706.43,0.0
closed,52,459.928,1212.43,0.0
closed,52,-93.3331,1212.43,0.0
closed,52,-93.3331,2730.43,0.0
closed,52,459.928,2730.43,0.0
closed,53,413.053,1302.43,0.0
closed,53,-49.9766,1302.43,0.0
closed,53,-49.9766,1561.79,0.0
closed,53,413.053,1561.79,0.0
closed,54,389.053,1687.19,0.0
closed,54,-25.9766,1687.19,0.0
closed,54,-25.9766,1741.79,0.0
closed,54,389.053,1741.79,0.0
closed,55,389.053,1807.19,0.0
closed,55,-25.9766,1807.19,0.0
closed,55,-25.9766,1861.79,0.0
closed,55,389.053,1861.79,0.0
closed,56,413.053,1602.43,0.0
closed,56,-49.9766,1602.43,0.0
closed,56,-49.9766,1885.79,0.0
closed,56,413.053,1885.79,0.0
closed,57,413.053,1986.43,0.0
closed,57,-49.9766,1986.43,0.0
closed,57,-49.9766,2305.79,0.0
closed,57,413.053,2305.79,0.0
closed,58,389.053,2461.19,0.0
closed,58,-25.9766,2461.19,0.0
closed,58,-25.9766,2545.79,0.0
closed,58,389.053,2545.79,0.0
closed,59,389.053,2581.19,0.0
closed,59,-25.9766,2581.19,0.0
closed,59,-25.9766,2665.79,0.0
closed,59,389.053,2665.79,0.0
closed,60,413.053,2346.43,0.0
closed,60,-49.9766,2346.43,0.0
closed,60,-49.9766,2689.79,0.0
closed,60,413.053,2689.79,0.0
closed,61,1692.5,-84.5,0.0
closed,61,1491.0,-84.5,0.0
closed,61,1491.0,126.5,0.0
closed,61,1692.5,126.5,0.0
closed,62,1932.5,-84.5,0.0
closed,62,1731.0,-84.5,0.0
closed,62,1731.0,126.5,0.0
closed,62,1932.5,126.5,0.0
closed,63,-1124.77,-71.8496,0.0
closed,63,-1205.25,-71.8496,0.0
closed,63,-1205.25,135.533,0.0
closed,63,-1124.77,135.533,0.0
closed,64,-1244.77,-71.8496,0.0
closed,64,-1325.25,-71.8496,0.0
closed,64,-1325.25,135.533,0.0
closed,64,-1244.77,135.533,0.0
closed,65,48.8805,3127.17,0.0
closed,65,321.88,3127.17,0.0
closed,65,321.88,2875.74,0.0
closed,65,48.8805,2875.74,0.0
closed,66,3.1246,3393.35,0.0
closed,66,323.945,3393.35,0.0
closed,66,323.945,3159.67,0.0
closed,66,3.1246,3159.67,0.0
